,NUMERO,NOM_VOIE,CODE_POSTAL,NOM_COMMUNE,id
1965,32,Rue Grande,10330,Jasseines,1965
1966,11,Rue des Freres Michelin,10600,La Chapelle-Saint-Luc,1966
1967,2,Rue des Cerisiers,10250,GyÃ©-sur-Seine,1967
1968,3,Rue Gabriel MauriÃ¨re,10150,Charmont-sous-Barbuise,1968
1969,283,Rue des Chardonnets,10130,Auxon,1969
1970,26,Avenue Colette - Daniel Petitjean,10120,Saint-AndrÃ©-les-Vergers,1970
1971,18,Rue des Vicaires,10440,Torvilliers,1971
1972,7,Rue de la Fontaine Saint Martin,10120,Saint-AndrÃ©-les-Vergers,1972
1973,6,Rue Saint-barthelemy,10100,GÃ©lannes,1973
1974,621,Rue aux Febvres,10320,Souligny,1974
1975,2,Ruelle de la Grande Cour,10700,Vinets,1975
1976,105,Avenue des Lombards,10000,Troyes,1976
1977,16,Rue des Terrasses,10000,Troyes,1977
1978,43,Grande Rue,10140,Vendeuvre-sur-Barse,1978
1979,5,Impasse des Lauriers,10220,AssenciÃ¨res,1979
1980,7,Rue du Docteur Schweitzer,10100,Romilly-sur-Seine,1980
1981,2,Rue du Jeu de Paume,10400,TraÃ®nel,1981
1982,4,Rue du Petit Pont,10700,AllibaudiÃ¨res,1982
1983,2,Rue des Buchettes,10160,Villemoiron-en-Othe,1983
1984,7,Rue Henri Matisse,10440,La RiviÃ¨re-de-Corps,1984
1985,13,Rue Guynemer,10100,Romilly-sur-Seine,1985
1986,1,Impasse des Hauts Cortins,10190,Dierrey-Saint-Pierre,1986
1987,19,Allee des Peupliers,10230,Mailly-le-Camp,1987
1988,41,Rue Ambroise Cottet,10000,Troyes,1988
1989,140,Rue Gornet Boivin,10100,Romilly-sur-Seine,1989
1990,11,Rue Richebourg,10160,Saint-Mards-en-Othe,1990
1991,10,Rue de Soest,10410,Saint-Parres-aux-Tertres,1991
1992,4,Rue Andre Duc,10600,La Chapelle-Saint-Luc,1992
1993,1,Route de Villenauxe,10400,Pont-sur-Seine,1993
1994,66,Rue Alexandre Ribot,10000,Troyes,1994
1995,41,Rue du Onze Novembre 1918,10440,Torvilliers,1995
1996,58,AllÃ©e du Colonel Fabien,10100,Romilly-sur-Seine,1996
1997,131,Avenue du General Gallieni,10300,Sainte-Savine,1997
1998,34,Boulevard Georges ClÃ©menceau,10600,La Chapelle-Saint-Luc,1998
1999,27,Le Village de la Saulsotte,10400,La Saulsotte,1999
2000,20,Lotissement de lâ€™Avenir,11120,Saint-Marcel-sur-Aude,2000
2001,29,RÃ©sidence Cap Soleil 1,11210,Port-la-Nouvelle,2001
2002,21,RÃ©sidence Lafontaine,11290,Lavalette,2002
2003,9,AllÃ©e Magdeleine,11000,Carcassonne,2003
2004,32,Rue des 13 Vents,11400,Saint-Martin-Lalande,2004
2005,137,Le Village,11500,Ginoles,2005
2006,5,Rue Edmond et Jules de Goncourt,11000,Carcassonne,2006
2007,22,RÃ©sidence la GriffouliÃ¨re,11370,Leucate,2007
2008,1,Impasse des Esparets,11330,AlbiÃ¨res,2008
2009,45,Avenue Georges ClÃ©menceau,11200,LÃ©zignan-CorbiÃ¨res,2009
2010,5,Rue du Pradel,11220,Saint-Pierre-des-Champs,2010
2011,2,Rue du Carignan,11590,Cuxac-d'Aude,2011
2012,41,Rue Albert Tomey,11000,Carcassonne,2012
2013,80,Route du Pech,11230,Puivert,2013
2014,17,Impasse des Rames,11000,Carcassonne,2014
2015,1,Avenue du Stade,11290,Alairac,2015
2016,5,Avenue du Stade,11160,Caunes-Minervois,2016
2017,16,AllÃ©e des CorbiÃ¨res,11130,Sigean,2017
2018,26,Rue Bougainville,11100,Narbonne,2018
2019,604,Impasse de lâ€™Estrade,11570,Cavanac,2019
2020,586,Chemin d'En Touzet,11400,Castelnaudary,2020
2021,28,Rue des Gravelots,11560,Fleury,2021
2022,856,Route de Revel,11400,Castelnaudary,2022
2023,33,rue franÃ§ois bonnafoux,11240,Routier,2023
2024,12,Boulevard de la Pierre Lys,11500,Belvianes-et-Cavirac,2024
2025,1,Chemin de Maurel,11110,Salles-d'Aude,2025
2026,21,RÃ©sidence les Perles d'Azur,11560,Fleury,2026
2027,32,Rue Nicolas Copernic,11000,Carcassonne,2027
2028,14,Rue Jean Bringer,11620,Villemoustaussou,2028
2029,98,Le Village,11190,Montazels,2029
2030,8,Rue des Jardins dâ€™Herminis,11000,Carcassonne,2030
2031,12,Rue de lâ€™Ancienne Gendarmerie,11140,Roquefort-de-Sault,2031
2032,11,Rue des Figuiers,11100,Narbonne,2032
2033,1,Route dâ€™Arce,11300,Saint-Polycarpe,2033
2034,6,Rue Victor Petit,11210,Port-la-Nouvelle,2034
2035,23,Traverse de Villedaigne,11200,Canet,2035
2036,6,Le Village,11190,Serres,2036
2037,1,Rue de Fabrezan,11220,Saint-Laurent-de-la-Cabrerisse,2037
2038,374,Avenue de Chalabre,11260,EspÃ©raza,2038
2039,2,Carriera de Caucanha,11330,Bouisse,2039
2040,26,Rue Bourges,11150,Bram,2040
2041,1,Rue des CorbiÃ¨res,11440,Peyriac-de-Mer,2041
2042,15,Chemin de Ronde,11300,Limoux,2042
2043,30,Grand Rue,11490,Portel-des-CorbiÃ¨res,2043
2044,379,Avenue Pierre Brossolette,11210,Port-la-Nouvelle,2044
2045,4,Impasse Joseph Haydn,11000,Carcassonne,2045
2046,11,RÃ©sidence les Nautiques de Golf,11370,Leucate,2046
2047,16,Rue Jacques Prevert,11160,Peyriac-Minervois,2047
2048,4,Bagneres,11400,Mireval-Lauragais,2048
2049,131,RÃ©sidence les Tenilles,11560,Fleury,2049
2050,5,Rue des Vieux Foudres,11240,Donazac,2050
2051,2,Rue Alexandre Luquet,11100,Narbonne,2051
2052,11,Rue de la Saline,11130,Sigean,2052
2053,12,Route de la Digne,11300,Limoux,2053
2054,16,Avenue Emile Clarenc,11620,Villemoustaussou,2054
2055,7,Chemin des Romarins,11600,Aragon,2055
2056,51,Rue Achille Rouquet,11000,Carcassonne,2056
2057,1,Grand Rue,11200,Luc-sur-Orbieu,2057
2058,19,Rue Courbe,11200,Saint-AndrÃ©-de-Roquelongue,2058
2059,30,Le Village Montlaur,11220,Val-de-Dagne,2059
2060,282,Route Rd 6113,11400,Ricaud,2060
2061,54,Avenue du Docteur FÃ©rroul,11110,Coursan,2061
2062,88,Le Village,11250,Preixan,2062
2063,74,Avenue Bunau Varilla,11000,Carcassonne,2063
2064,60,Rue de L 'Oranger,11100,Narbonne,2064
2065,627,Route du Pastel,11400,Souilhanels,2065
2066,8,Le Village,11230,Val de Lambronne,2066
2067,1,Rue des Arcades,11110,Coursan,2067
2068,10,Lotissement du Lac,11230,Chalabre,2068
2069,9,Impasse des Rames,11000,Carcassonne,2069
2070,27,Rue du Barrieu,11320,Labastide-d'Anjou,2070
2071,22,Lotissement les Cedres,11150,Villesiscle,2071
2072,3,Rue du Rascas,11200,Raissac-d'Aude,2072
2073,43,Rue du Potron Minet,11100,Narbonne,2073
2074,3,Rue de la Traine,11430,Gruissan,2074
2075,266,RÃ©sidence la Baie des Oliviers,11100,Narbonne,2075
2076,1,Rue Georges Brassens,11500,Belvianes-et-Cavirac,2076
2077,33,Rue LÃ©on Blum,11370,Leucate,2077
2078,28,Ancien Chemin Royal,11400,Lasbordes,2078
2079,22,Avenue du General Azibert,11430,Gruissan,2079
2080,21,Rue Lucie Aubrac,11590,SallÃ¨les-d'Aude,2080
2081,9,RÃ©sidence les PinÃ¨des du Golf,11370,Leucate,2081
2082,86,La Condamine,11190,Couiza,2082
2083,16,Boulevard Frederic Mistral,11100,Narbonne,2083
2084,6,Route DÃ©partementale 118,11390,Caudebronde,2084
2085,8,RÃ©sidence le Galion 2,11560,Fleury,2085
2086,22,Cite Andre Escare,11220,Saint-Laurent-de-la-Cabrerisse,2086
2087,11,Impasse du Bosco,11560,Fleury,2087
2088,14,Rue Ancienne,11240,Escueillens-et-Saint-Just-de-BÃ©lengard,2088
2089,435,RÃ©sidence la Grande Bleue,11370,Leucate,2089
2090,7,Impasse du Courtil,11160,Villeneuve-Minervois,2090
2091,15,Rue Descartes,11300,Limoux,2091
2092,7,Via Domitia,11510,Fitou,2092
2093,39,Avenue Jean JaurÃ¨s,11700,La Redorte,2093
2094,3,Rue de Gascogne,11300,Limoux,2094
2095,6,Rue de la Clape,11110,Vinassan,2095
2096,5,Rue des Fleurs,11330,Davejean,2096
2097,114,Roquelongue,11170,Carlipa,2097
2098,14,Rue de la Haute Baffe,11400,Castelnaudary,2098
2099,3,Rue Maurice Magre,11000,Carcassonne,2099
2100,167,Le Village,11420,Belpech,2100
2101,1,Rue Cuvier,11100,Narbonne,2101
2102,16,Rue des Dahlias,11100,Narbonne,2102
2103,120,RÃ©sidence les Maisons de la Plage,11370,Leucate,2103
2104,14,Avenue Pierre Curie,11800,TrÃ¨bes,2104
2105,9,Rue du Chalet,11540,Roquefort-des-CorbiÃ¨res,2105
2106,47,Rue du 24 Fevrier,11000,Carcassonne,2106
2107,30,imp des tonneliers,11220,Saint-Laurent-de-la-Cabrerisse,2107
2108,1,Rue Juiverie,11270,Fanjeaux,2108
2109,91,RÃ©sidence Maisons de la Plage,11210,Port-la-Nouvelle,2109
2110,4,Rue des Acacias,11560,Fleury,2110
2111,1,Impasse Emile Zola,11110,Vinassan,2111
2112,15,Avenue de lâ€™Alaric,11700,Moux,2112
2113,18,Rue de la Garenne,11190,Antugnac,2113
2114,12,Rue de l'Eglise,11250,Preixan,2114
2115,7,Rue Jules Ferry,11170,Pezens,2115
2116,12,Place des Vergnettes,11560,Fleury,2116
2117,1,Impasse de la Combe d'Al Bosc,11100,Montredon-des-CorbiÃ¨res,2117
2118,9,Rue Cros Mayrevieille,11000,Carcassonne,2118
2119,3,Impasse des Cistes,11200,Saint-AndrÃ©-de-Roquelongue,2119
2120,15,Rue Saint Jean,11330,Montgaillard,2120
2121,13,Avenue de Madailhan,11240,Routier,2121
2122,14,Grand Rue,11110,Salles-d'Aude,2122
2123,28,RÃ©sidence les Maisons du Port,11370,Leucate,2123
2124,15,Impasse Lamartine,11590,Cuxac-d'Aude,2124
2125,2,Garages Port Rose,11370,Leucate,2125
2126,3,Avenue de Saint-chinian,11590,Ouveillan,2126
2127,5,Notre Dame de Marceille,11300,Limoux,2127
2128,7,Rue Jean - Marie Herpe,11100,Narbonne,2128
2129,61,Le Village,11400,Mas-Saintes-Puelles,2129
2130,48,Avenue des PyrÃ©nÃ©es,11000,Berriac,2130
2131,9,Quartier du Caire,11200,Conilhac-CorbiÃ¨res,2131
2132,10,Route de Peyrolles,11190,Serres,2132
2133,9,RÃ©sidence les Leucatines 1,11370,Leucate,2133
2134,2,Avenue Raymond CourriÃ©re,11610,Pennautier,2134
2135,63,Rue Lakanal,11100,Narbonne,2135
2136,12,Rue du Chardonnay,11570,Cazilhac,2136
2137,14,Grand Rue,11220,Val-de-Dagne,2137
2138,169,Le Prat de Fa,11500,Ginoles,2138
2139,17,Rue des Muscats,11510,Caves,2139
2140,25,Le Village,11500,Saint-Julia-de-Bec,2140
2141,488,Chemin de la Piboule,11620,Villemoustaussou,2141
2142,64,les Baraquiers,11560,Fleury,2142
2143,8,Rue des Corbieres,11600,Villegailhenc,2143
2144,716,RÃ©sidence la Grande Bleue,11370,Leucate,2144
2145,25,Rue du Gal de Gaulle,11290,MontrÃ©al,2145
2146,36,Route de Carcassonne,11800,Barbaira,2146
2147,10,Rue du Carignan,11200,LÃ©zignan-CorbiÃ¨res,2147
2148,57,RÃ©sidence des Voiliers,11370,Leucate,2148
2149,8,RÃ©sidence du Moulin,11200,Homps,2149
2150,1,Place Marcelin Albert,11120,Marcorignan,2150
2151,4,la Prade,11230,Sainte-Colombe-sur-l'Hers,2151
2152,16,RÃ©sidence Bartavelle / la Corniche,11560,Fleury,2152
2153,720,Camin Dels Orts,11000,Carcassonne,2153
2154,262,RÃ©qui,11220,Val-de-Dagne,2154
2155,126,Le Vie,11190,Antugnac,2155
2156,60,RÃ©sidence le Clapotis,11370,Leucate,2156
2157,57,Route de Salsigne,11600,Villardonnel,2157
2158,4,Rue CouteliÃ¨re,11170,Alzonne,2158
2159,4,Rue du Thym,11110,Vinassan,2159
2160,1000,Moulin du Gua,11100,Narbonne,2160
2161,2,Rue du Mont Vallier,11420,Belpech,2161
2162,71,RÃ©sidence Mer Indigo,11560,Fleury,2162
2163,18,La Farga,11570,Palaja,2163
2164,4,Rue TraversiÃ¨re des 2 Places,11230,Puivert,2164
2165,58,RÃ©sidence les CandeillÃ¨res,11370,Leucate,2165
2166,367,RÃ©sidence les Balcons de la MÃ©diterranÃ©e 2,11100,Narbonne,2166
2167,15,Rue du Docteur Ferroul,11590,SallÃ¨les-d'Aude,2167
2168,3,Rue des Eucalyptus,11100,Narbonne,2168
2169,20,Rue des Anges,11350,Tuchan,2169
2170,5,Rue du CimetiÃ¨re,11110,Coursan,2170
2171,5,Chemin des PÃ¨lerins,11160,Peyriac-Minervois,2171
2172,676,Les Jardins de la Plage,11100,Narbonne,2172
2173,29,Avenue Jean Jaures,11120,Argeliers,2173
2174,7,Place Joseph Alcantara,11300,Limoux,2174
2175,8,Rue des Violettes,11480,La Palme,2175
2176,1063,RÃ©sidence lâ€™Ile Bleue,11430,Gruissan,2176
2177,31,Avenue Antoine Gayraud,11170,Alzonne,2177
2178,153,Avenue P Brossolette St Pierre,11560,Fleury,2178
2179,311,Rue du Stade,11590,Cuxac-d'Aude,2179
2180,17,Rue des Remparts,11130,Sigean,2180
2181,7,MontÃ©e du Fort,11370,Leucate,2181
2182,4,Rue de la Forge,11600,SallÃ¨les-CabardÃ¨s,2182
2183,1,Place Francois Mitterrand,11120,Argeliers,2183
2184,25,Rue de lâ€™Horte,11000,Carcassonne,2184
2185,14,Rue des Acanthes,11100,Narbonne,2185
2186,45,RÃ©sidence les Maisons de la JetÃ©e,11370,Leucate,2186
2187,2,Avenue de Canteloup,11600,Aragon,2187
2188,36,Rue des Fauvettes,11200,Saint-AndrÃ©-de-Roquelongue,2188
2189,69,RÃ©sidence Hameau des PÃ©cheurs,11370,Leucate,2189
2190,80,RÃ©sidence Sainte-Lucie,11430,Gruissan,2190
2191,1,Place de la Liberte,11300,La Digne-d'Amont,2191
2192,264,Le Village,11700,Capendu,2192
2193,21,Rue du Minervois,11800,Badens,2193
2194,12,Rue de la Terre Blanche,11220,Val-de-Dagne,2194
2195,315,Avenue de Grazailles,11620,Villemoustaussou,2195
2196,3,Chemin du Tennis,11340,Camurac,2196
2197,3,Rue des 3 Quilles,11500,Quillan,2197
2198,3,AllÃ©e de Wagram,11000,Carcassonne,2198
2199,7,Impasse du Lirou,11100,Narbonne,2199
2200,15,Rue du Chateau,12200,La Rouquette,2200
2201,5,Rue du Champ du Prieur,12100,Millau,2201
2202,10,Rue de Roque Longue,12100,Saint-Georges-de-LuzenÃ§on,2202
2203,3,Chemin de la Croix Torte,12320,Conques-en-Rouergue,2203
2204,5,Place Dadon,12320,Conques-en-Rouergue,2204
2205,24,Rue du 4 Septembre,12700,Capdenac-Gare,2205
2206,10,route les nauquets,12290,Le Vibal,2206
2207,6,Rue des Castors,12100,Millau,2207
2208,19,Rue de lâ€™Aube Claire,12510,Olemps,2208
2209,6,Rue de la Coste,12510,Olemps,2209
2210,20,Rue de la Cavalerie,12380,Saint-Sernin-sur-Rance,2210
2211,2,Rue LÃ©on Alazard,12210,CuriÃ¨res,2211
2212,1,Impasse Marso,12420,Argences en Aubrac,2212
2213,17,Route du Ruisseau,12800,Quins,2213
2214,7,Cite Victor Mazars,12300,Decazeville,2214
2215,47,Impasse du Rial,12190,Coubisou,2215
2216,5,Lieu Dit Marty,12190,SÃ©brazac,2216
2217,305,rue du barry,12220,Les Albres,2217
2218,1,Avenue des Mimosas,12850,Onet-le-ChÃ¢teau,2218
2219,44,Rue Surel,12150,SÃ©vÃ©rac d'Aveyron,2219
2220,1,Chemin dâ€™Orbis,12130,Saint-Martin-de-Lenne,2220
2221,159,Chemin des Cayrettes,12200,Vailhourles,2221
2222,3,Avenue Edmond Ginestet,12110,Aubin,2222
2223,23,Rue de la Tour,12120,Arvieu,2223
2224,2,Route dâ€™Andabre,12360,CamarÃ¨s,2224
2225,36,Avenue du Larzac,12540,Fondamente,2225
2226,514,Route de Puech Maynade,12850,Onet-le-ChÃ¢teau,2226
2227,8,RÃ©sidence des Acacias,12300,Firmi,2227
2228,20,Boulevard de Bonald,12100,Millau,2228
2229,2570,Route de la Diege,12260,Salles-CourbatiÃ¨s,2229
2230,15,Rue Marcellin Cazes,12210,Laguiole,2230
2231,480,Rue FranÃ§ois FabiÃ©,12300,Livinhac-le-Haut,2231
2232,4,Quai Sully Challies,12100,Millau,2232
2233,5,Avenue Salvador AllendÃ©,12700,Capdenac-Gare,2233
2234,9,Rue du LÃ©vÃ¨jac,12490,Saint-Rome-de-Tarn,2234
2235,984,la Souyrinie,12850,Onet-le-ChÃ¢teau,2235
2236,11,la Blanzague,12580,Villecomtal,2236
2237,14,Rue de Garrighuerme,12200,Villefranche-de-Rouergue,2237
2238,590,la Trivale,12350,Privezac,2238
2239,12,Chemin de Sainte AdÃ¨le,12200,Villefranche-de-Rouergue,2239
2240,17,Chemin du Mas,12600,Brommat,2240
2241,17,Boulevard de l'Ayrolle,12100,Millau,2241
2242,82,Route de la Tune,12230,La Cavalerie,2242
2243,26,Rue de l'Embergue,12000,Rodez,2243
2244,534,route de lascazes,12370,Murasson,2244
2245,9,Rue des Bleuets,12110,Aubin,2245
2246,4,Lotissement les Capores de Lax,12160,Baraqueville,2246
2247,321,route de laumiÃ¨re,12200,Martiel,2247
2248,7,Rue de Lagarrigue,12580,Campuac,2248
2249,26,Impasse du Travail,12160,MoyrazÃ¨s,2249
2250,2,Avenue de Sully,12410,Salles-Curan,2250
2251,59,Route de la Gasse,12200,Villefranche-de-Rouergue,2251
2252,65,Avenue dâ€™Albi,12170,LÃ©dergues,2252
2253,8,Onet l'Ã‰glise,12740,SÃ©bazac-ConcourÃ¨s,2253
2254,71,Chemin de Lagarde,12320,SÃ©nergues,2254
2255,4,Lotissement les Erables,12110,Viviez,2255
2256,78,Avenue Adam Grange,12110,Viviez,2256
2257,44,Rue Vincent Auriol,12700,Capdenac-Gare,2257
2258,360,Rue des Plos,12500,Saint-CÃ´me-d'Olt,2258
2259,3,Chemin de la Grange Tieulade,12600,Mur-de-Barrez,2259
2260,11,Rue de Borredon,12300,Firmi,2260
2261,30,Impasse de Roucas,12310,BertholÃ¨ne,2261
2262,1,Lieu-dit Frons,12600,ThÃ©rondels,2262
2263,523,Route de Baraqueville,12120,CentrÃ¨s,2263
2264,5,Les Grillons,12800,Naucelle,2264
2265,480,Rue du PesquiÃ©,12400,Vabres-l'Abbaye,2265
2266,482,Route de la Combrade,12320,SÃ©nergues,2266
2267,6,Rue de la Maurine,12230,Sainte-Eulalie-de-Cernon,2267
2268,361,Chemin du Puech de Macarou,12200,Villefranche-de-Rouergue,2268
2269,25,Chemin de la Boudoumie,12200,Villefranche-de-Rouergue,2269
2270,1,Chemin de Rocmaure,12540,Fondamente,2270
2271,22,Lotissement du Couderc,12600,Brommat,2271
2272,541,Route de la Combe,12850,Onet-le-ChÃ¢teau,2272
2273,10,Chemin de Souloumiac,12270,La Fouillade,2273
2274,12,Cite de Ruau,12110,Aubin,2274
2275,3,Rue des Champs.,12350,LanuÃ©jouls,2275
2276,35,Place des Cygnes,12230,L'Hospitalet-du-Larzac,2276
2277,3319,Route de Bonneviale,12120,Arvieu,2277
2278,73,Place de Vessac,12720,Saint-AndrÃ©-de-VÃ©zines,2278
2279,5,Rue du Pont de Margot,12380,Saint-Sernin-sur-Rance,2279
2280,9,Rue des Combes,12510,Druelle Balsac,2280
2281,785,Chemin des CrÃªtes,12300,Decazeville,2281
2282,7,Rue du Barri,12500,Espalion,2282
2283,1,le Mindic,12140,Le Fel,2283
2284,11,Avenue du LÃ©vezou,12450,Flavin,2284
2285,138,Avenue Jean JaurÃ¨s,12100,Millau,2285
2286,8,Chemin du Mansois,12140,Entraygues-sur-TruyÃ¨re,2286
2287,8,Impasse des Roses,12430,Villefranche-de-Panat,2287
2288,2404,Route de Montels,12410,Curan,2288
2289,44,Impasse des Fours,12240,ColombiÃ¨s,2289
2290,3,Rue Fregebise,12400,Saint-Affrique,2290
2291,9,Impasse de la Fontal,12450,Luc-la-Primaube,2291
2292,5,Place des Cloutiers,12800,Naucelle,2292
2293,40,Impasse des Chataigniers,12310,BertholÃ¨ne,2293
2294,2327,Route dâ€™Albi,12800,Camjac,2294
2295,34,Avenue de Pareloup,12290,Canet-de-Salars,2295
2296,18,Route de Montrozier,12340,Bozouls,2296
2297,1210,Plateau dâ€™Hymes,12390,Auzits,2297
2298,408,route de millau,12620,Castelnau-PÃ©gayrols,2298
2299,400,chemin de la station,12620,Castelnau-PÃ©gayrols,2299
2300,5,AllÃ©e de la Marjolaine,12110,Aubin,2300
2301,23,Rue Cite Cardaillac,12000,Rodez,2301
2302,14,Rue du Pourtalou,12230,La Cavalerie,2302
2303,4,Rue des Fargues,12330,Marcillac-Vallon,2303
2304,35,Avenue Louis Tabardel,12740,SÃ©bazac-ConcourÃ¨s,2304
2305,1,Rue des Villas,12520,Aguessac,2305
2306,160,Chemin de Pelras,12200,Morlhon-le-Haut,2306
2307,5,AllÃ©e de Lestrunie,12300,Firmi,2307
2308,239,Mourals,12450,Luc-la-Primaube,2308
2309,17,Rue de la Violette,12210,Laguiole,2309
2310,252,Route de Vieillescazes,12190,Coubisou,2310
2311,46,Avenue de LaumÃ¨de,12100,Creissels,2311
2312,23,Rue Lassalle,12300,Decazeville,2312
2313,3,Rue du Mas,12330,Clairvaux-d'Aveyron,2313
2314,20,Rue des Arceaux,12400,Saint-Affrique,2314
2315,4,Rue Montplaisir,12100,Millau,2315
2316,7,Rebintin,12800,Sauveterre-de-Rouergue,2316
2317,16,Faubourg du GrÃ¨s,12260,Villeneuve,2317
2318,40,Chemin des Courtinques,12200,Villefranche-de-Rouergue,2318
2319,34,Chemin de Ribous,12640,RiviÃ¨re-sur-Tarn,2319
2320,5,Rue de la Crouzette,12500,Espalion,2320
2321,26,Route de Cassagnettes,12510,Olemps,2321
2322,11,Rue de la Montagne Haute,12300,Decazeville,2322
2323,11,Rue du Tremblant,12850,Onet-le-ChÃ¢teau,2323
2324,16,Rue des Coquelicots,12850,Onet-le-ChÃ¢teau,2324
2325,2,Avenue des Glycines,12850,Onet-le-ChÃ¢teau,2325
2326,15,Boulevard Saint-antoine,12100,Millau,2326
2327,670,Avenue de la Basilique,12450,Calmont,2327
2328,130,Chemin du Stade,12000,Le MonastÃ¨re,2328
2329,1,Route des Janenques,12390,Mayran,2329
2330,590,Route de Montarnal,12300,Decazeville,2330
2331,1,Rue Pierre Frontin,12500,Espalion,2331
2332,3,Rue du BardiÃ©,12420,Argences en Aubrac,2332
2333,141,Chemin des 2 Aygues,12290,TrÃ©mouilles,2333
2334,11,Lotissement le Redoules,12230,La Cavalerie,2334
2335,6,Impasse Charles Gounod,12100,Millau,2335
2336,5367,La Dricherie,12260,Sainte-Croix,2336
2337,1,Allee des Jardins,12460,MontÃ©zic,2337
2338,505,Route de lâ€™Occitanie,12270,Saint-AndrÃ©-de-Najac,2338
2339,3,Rue de Lorraine,12400,Saint-Affrique,2339
2340,24,Route de Vielmont,12320,Conques-en-Rouergue,2340
2341,117,Avenue des Marroniers,12320,Saint-FÃ©lix-de-Lunel,2341
2342,12,Rue des Marguerites,12850,Onet-le-ChÃ¢teau,2342
2343,46,La Faytie,12350,PrÃ©vinquiÃ¨res,2343
2344,2,Hameau Meudou,12240,Rieupeyroux,2344
2345,5,Lieu-dit Mandilhac,12600,ThÃ©rondels,2345
2346,29,Avenue de la VallÃ©e du Tarn,12170,RÃ©quista,2346
2347,3,Lotissement les Landes,12290,Pont-de-Salars,2347
2348,3,Rue du Mansois,12330,Valady,2348
2349,56,Chemin de la Plage,12120,Arvieu,2349
2350,1,Rue des Tournelles,12420,Argences en Aubrac,2350
2351,17,Lestrade,12420,Argences en Aubrac,2351
2352,957,Rue de Combecalde,12100,Millau,2352
2353,242,Hlm les Bleuets,12200,Villefranche-de-Rouergue,2353
2354,26,Rue Combarel,12000,Rodez,2354
2355,84,Chemin des Pruniers,12330,Nauviale,2355
2356,2150,Route de la Combe,12200,Saint-RÃ©my,2356
2357,8,Rue des Thuyas,12740,SÃ©bazac-ConcourÃ¨s,2357
2358,32,Rue de la Commanderie,12130,Saint Geniez d'Olt et d'Aubrac,2358
2359,2,Rue Basse,12330,Clairvaux-d'Aveyron,2359
2360,3,Rond Point des Aumieres,12100,Millau,2360
2361,1430,Route du Rouergue,12200,Toulonjac,2361
2362,16,Rue des Coteaux,12330,Marcillac-Vallon,2362
2363,1,Rue la Pinede,12210,Laguiole,2363
2364,614,Route du Lac,12160,MoyrazÃ¨s,2364
2365,14,Rue de Viastels,12100,Millau,2365
2366,1,Rue du PavÃ© du Roy,12800,Sauveterre-de-Rouergue,2366
2367,433,Rue Jules Libourel,12100,Millau,2367
2368,7,Rue du Centre,12700,AspriÃ¨res,2368
2369,7,Chemin du Port,12300,Saint-Parthem,2369
2370,55,Chemin de la Poste,12200,Monteils,2370
2371,6,Rue des Cassiers,12200,Villefranche-de-Rouergue,2371
2372,42,Rue Alphonse Daudet,12450,Luc-la-Primaube,2372
2373,175,Avenue de la Salse,12400,Vabres-l'Abbaye,2373
2374,5,Allee du Four Banal,12800,Sauveterre-de-Rouergue,2374
2375,504,Rue Jules Libourel,12100,Millau,2375
2376,65,Rue Christiane Burucoa,12100,Millau,2376
2377,16,Rue du DÃ©putÃ© Laurens,12170,RÃ©quista,2377
2378,8,Place du Sol de la Rente,12130,Sainte-Eulalie-d'Olt,2378
2379,23,Rue de lâ€™Eglise,12360,CamarÃ¨s,2379
2380,44,Rue des HÃ©rons,12850,Onet-le-ChÃ¢teau,2380
2381,983,Route de Sainte-Croix,12260,Villeneuve,2381
2382,21,Rue de la Vallee,12330,Clairvaux-d'Aveyron,2382
2383,2,Chemin de Roquebelle,12100,Creissels,2383
2384,16,Avenue du Cernon,12490,Saint-Rome-de-Cernon,2384
2385,8,Rue des Coteaux,12000,Le MonastÃ¨re,2385
2386,176,Rue Combattants Afrique du Nord,12100,Millau,2386
2387,18,Rue George Sand,12850,Onet-le-ChÃ¢teau,2387
2388,20,Rue des Palombes,12450,Luc-la-Primaube,2388
2389,14,Lotissement des ChÃªnes,12330,Saint-Christophe-Vallon,2389
2390,25,Rue du Plo,12500,Espalion,2390
2391,2,Impasse du Cimetiere,12290,SÃ©gur,2391
2392,570,Rue Jean-jacques Rousseau,12100,Millau,2392
2393,6,Rue du Comte Henri II,12170,RÃ©quista,2393
2394,92,Route de Saint Cyprien,12320,SÃ©nergues,2394
2395,60,Impasse des Terrasses du Lac,12160,Baraqueville,2395
2396,15,Place de la Poste,12310,Laissac-SÃ©vÃ©rac l'Ã‰glise,2396
2397,7,Rue Etienne Cayla,12000,Rodez,2397
2398,2,Route du Moulin du Prieur,12460,Saint-Symphorien-de-ThÃ©niÃ¨res,2398
2399,750,Route de Montarnal,12300,Decazeville,2399
2400,11,Rue Louis Pasteur,13320,Bouc-Bel-Air,2400
2401,112,Chemin de Taussane,13140,Miramas,2401
2402,5,Boulevard de taza,13007,Marseille 7e Arrondissement,2402
2403,11,Boulevard Garibaldi,13150,Tarascon,2403
2404,44,Route Nationale 96,13112,La Destrousse,2404
2405,5000,La Plaine,13440,Cabannes,2405
2406,379,Chemin st antoine a st joseph,13015,Marseille 15e Arrondissement,2406
2407,42,AllÃ©e Raoul Dufy,13500,Martigues,2407
2408,41,Boulevard jeanne d'arc,13005,Marseille 5e Arrondissement,2408
